"DS_SIT_ALU","aluno","DT_SIT_ALU","CD_ANO_INGRESSO","CD_SEM_INGRESSO","CD_ANO_ENS_MEDIO","CD_SEXO","DS_BAIRRO","DS_CIDADE","DS_ESTADO","LO_ProvavelConcludente","DEFICIENCIA","COR_RACA","num_idade","BOLSA_CONTA_BANCO_ID","BOLSAS_COTA_PRIORIDADE","N_COLOCA","N_TOTESC","N_NOTRED"
TRANSFERIDO,1,2016-09-16 00:00:00.000,"2015","1","2014","2",CID DOS FUNCIONARIOS          ,FORTALEZA                     ,CE,0,"0",1,26,,99,,,
GRADUADO,2,2023-01-18 00:00:00.000,"2015","1","2013","1",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",1,27,,99,88,70.0,58.4666
ABANDONO,3,2023-08-28 15:26:00.000,"2015","1","2014","1",ALDEOTA                       ,FORTALEZA                     ,CE,0,"0",1,26,,99,6,80.0,73.6831
TRANSFERIDO,4,2018-06-08 00:00:00.000,"2015","1","2014","1",JOAQUIM TAVORA                ,FORTALEZA                     ,CE,0,"0",4,26,,99,9,82.0,68.1882
CANCELADO,5,2019-07-12 16:08:00.000,"2015","1","2014","1",COCO                          ,FORTALEZA                     ,CE,0,"0",0,26,237,99,21,84.0,69.0336
TRANSFERIDO,6,2016-09-01 00:00:00.000,"2015","1","2013","1",JOAQUIM TAVORA                ,FORTALEZA                     ,CE,0,"0",1,27,,99,43,78.0,67.3429
CURSANDO,7,2015-03-10 11:10:43.023,"2015","1","2014","1",PARQUE SANTO AMARO            ,FORTALEZA                     ,CE,1,"0",3,25,,99,50,70.0,72.8377
DESISTENTE,8,2016-03-03 00:00:00.000,"2015","1","2014","1",MONDUBIM                      ,FORTALEZA                     ,CE,0,"0",1,26,,99,56,70.0,73.6831
GRADUADO,9,2020-01-10 00:00:00.000,"2015","1","2014","1",SERRINHA                      ,FORTALEZA                     ,CE,0,"0",1,26,,99,59,72.0,52.9717
DESISTENTE,10,2016-01-19 00:00:00.000,"2015","1","2014","1",SITIO PENHA                   ,PARAIPABA                     ,CE,0,"0",3,25,,99,66,68.0,68.6109
GRADUADO,11,2019-11-25 00:00:00.000,"2015","1","2014","1",PARQUE IRACEMA                ,FORTALEZA                     ,CE,0,"0",1,26,237,99,79,72.0,67.7655
TRANSFERIDO,12,2016-10-11 00:00:00.000,"2015","1","2014","2",NOVO MONDUBIM                 ,FORTALEZA                     ,CE,0,"0",3,25,,99,81,82.0,53.8171
ABANDONO,13,2023-08-28 15:26:00.000,"2015","1","2014","1",MARAPONGA                     ,FORTALEZA                     ,CE,0,"0",1,27,,99,83,68.0,63.5387
CURSANDO,14,2023-11-08 00:00:00.000,"2015","1","2014","1",ZONA RURAL                    ,BEBERIBE                      ,CE,0,"0",3,26,237,99,87,70.0,66.0748
ABANDONO,15,2023-08-28 15:26:00.000,"2015","1","2014","2",JOCKEY CLUB                   ,FORTALEZA                     ,CE,0,"0",1,26,,99,96,68.0,59.7346
DESISTENTE,16,2017-06-01 00:00:00.000,"2015","1","2014","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",1,26,,99,13,98.0,69.879
ABANDONO,17,2023-08-28 15:26:00.000,"2015","1","2000","1",PASSARÉ                       ,FORTALEZA                     ,CE,0,"0",2,41,,2,1,,
ABANDONO,18,2023-08-28 15:26:00.000,"2015","1","2003","1",PIRATININGA                   ,MARACANAÚ                     ,CE,0,"0",3,38,,2,4,,
DESISTENTE,19,2015-07-29 00:00:00.000,"2015","1","2013","1",SERRINHA                      ,FORTALEZA                     ,CE,0,"0",2,26,,3,2,,
DESISTENTE,20,2015-06-25 00:00:00.000,"2015","1","2015","1",PLANALTO AYRTON SENNA         ,FORTALEZA                     ,CE,0,"0",2,25,,3,1,,
ABANDONO,21,2023-08-28 15:26:00.000,"2015","1","2014","1",CAXITORE                      ,UMIRIM                        ,CE,0,"0",3,25,,2,5,,
ABANDONO,22,2023-08-28 15:26:00.000,"2015","1","1987","1",GRANJA LISBOA                 ,FORTALEZA                     ,CE,0,"0",3,56,,3,3,,
ABANDONO,23,2023-08-28 15:26:00.000,"2015","1","2005","1",BOA VISTA                     ,FORTALEZA                     ,CE,0,"0",3,35,,2,3,,
DESISTENTE,24,2016-05-25 00:00:00.000,"2015","1","2014","1",ÁLVARO WEYNE                  ,FORTALEZA                     ,CE,0,"0",3,26,,2,6,,
DESISTENTE,25,2017-03-02 00:00:00.000,"2015","1","2014","1",NOVO MONDUBIM                 ,FORTALEZA                     ,CE,0,"2",2,26,,3,3,,
ABANDONO,26,2023-08-28 15:26:00.000,"2015","1","2014","1",JOÃO XXIII                    ,FORTALEZA                     ,CE,0,"0",3,26,,2,1,,
ABANDONO,27,2023-08-28 15:26:00.000,"2015","1","2014","1",VILA PERI                     ,FORTALEZA                     ,CE,0,"0",3,45,,3,1,,
GRADUADO,28,2023-02-24 00:00:00.000,"2015","1","1996","1",ITAOCA                        ,FORTALEZA                     ,CE,0,"0",5,46,1,2,1,,
ABANDONO,29,2023-08-28 15:26:00.000,"2015","1","2005","1",PLANALTO HORIZONTE            ,HORIZONTE                     ,CE,0,"0",2,36,,2,6,,
ABANDONO,30,2023-08-28 15:26:00.000,"2015","1","1989","1",JOQUEI CLUBE                  ,FORTALEZA                     ,CE,0,"0",3,51,,2,16,,
DESISTENTE,31,2016-03-03 00:00:00.000,"2015","1","2015","1",MESSEJANA                     ,FORTALEZA                     ,CE,0,"0",5,26,,2,38,,
CURSANDO,32,2015-03-18 09:22:28.513,"2015","1","2005","1",AUTRAN NUNES                  ,FORTALEZA                     ,CE,0,"0",3,36,237,2,30,,
ABANDONO,33,2023-08-28 15:26:00.000,"2015","1","2014","1",PADRE ANDRADE                 ,FORTALEZA                     ,CE,0,"0",3,28,,2,54,,
ABANDONO,34,2023-08-28 15:26:00.000,"2015","1","2014","1",SERRINHA                      ,FORTALEZA                     ,CE,0,"0",1,53,,3,20,,
DESISTENTE,35,2016-09-22 00:00:00.000,"2015","1","2013","1",PASSARÉ                       ,FORTALEZA                     ,CE,0,"0",3,27,,2,231,,
DESISTENTE,36,2017-03-17 00:00:00.000,"2015","1","2014","1",GRANJA LISBOA                 ,FORTALEZA                     ,CE,0,"0",3,27,,2,29,,
DESISTENTE,37,2017-02-06 00:00:00.000,"2015","2","2015","2",BENFICA                       ,FORTALEZA                     ,CE,0,"0",2,44,,99,,,
ABANDONO,38,2023-08-28 15:26:00.000,"2015","2","2015","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",3,35,,99,,,
TRANSFERIDO,39,2020-03-02 00:00:00.000,"2015","2","2013","1",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",0,41,237,99,,,
DESISTENTE,40,2016-02-02 00:00:00.000,"2015","2","2014","2",ALDEOTA                       ,FORTALEZA                     ,CE,0,"0",1,26,,99,25,88.0,75.3292
DESISTENTE,41,2020-01-27 00:00:00.000,"2015","2","2015","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",1,24,,99,29,90.0,68.6746
ABANDONO,42,2023-08-28 15:26:00.000,"2015","2","2014","1",PAPICU                        ,FORTALEZA                     ,CE,0,"0",3,25,,99,31,82.0,71.5266
DESISTENTE,43,2017-06-02 00:00:00.000,"2015","2","2011","2",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",3,28,237,99,11,96.0,75.3292
DESISTENTE,44,2016-02-15 00:00:00.000,"2015","2","2014","1",PAPICU                        ,FORTALEZA                     ,CE,0,"0",1,27,,99,16,92.0,75.3292
CURSANDO,45,2015-09-15 12:17:45.470,"2015","2","2015","1",MESSEJANA                     ,FORTALEZA                     ,CE,1,"0",1,26,237,99,38,64.0,72.0019
GRADUADO,46,2021-08-30 00:00:00.000,"2015","2","2011","1",CENTRO                        ,BATURITE                      ,CE,0,"0",3,29,,99,32,80.0,75.3292
ABANDONO,47,2023-08-28 15:26:00.000,"2015","2","2015","1",TABAPUA                       ,CAUCAIA                       ,CE,0,"0",3,27,,99,28,62.0,68.6746
CURSANDO,48,2015-09-22 10:42:22.293,"2015","2","2015","1",DAMAS                         ,FORTALEZA                     ,CE,1,"0",3,27,,99,35,70.0,70.1006
ABANDONO,49,2023-08-28 15:26:00.000,"2015","2","2014","1",VILA VELHA IV                 ,FORTALEZA                     ,CE,0,"0",3,26,,99,37,80.0,67.2486
ABANDONO,50,2023-08-28 15:26:00.000,"2015","2","2015","1",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",3,25,237,99,83,68.0,62.4952
GRADUADO,51,2021-03-30 00:00:00.000,"2015","2","2015","1",JOAO XXIII                    ,FORTALEZA                     ,CE,0,"0",0,25,1,99,87,64.0,69.1499
ABANDONO,52,2023-08-28 15:26:00.000,"2015","2","2014","1",DOM LUSTOSA                   ,FORTALEZA                     ,CE,0,"0",1,26,,99,70,62.0,62.9706
GRADUADO,53,2020-10-06 00:00:00.000,"2015","2","2014","1",JARDIM IRACEMA                ,FORTALEZA                     ,CE,0,"0",3,26,237,99,21,72.0,63.4459
GRADUADO,54,2021-04-30 00:00:00.000,"2015","2","2014","1",JOAQUIM TAVORA                ,FORTALEZA                     ,CE,0,"0",1,27,,99,23,64.0,68.1992
ABANDONO,55,2023-08-28 15:26:00.000,"2015","2","2014","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",1,26,,99,26,76.0,70.1006
GRADUADO,56,2021-08-30 00:00:00.000,"2015","2","2015","1",JOAO XXIII                    ,FORTALEZA                     ,CE,0,"0",1,29,237,99,71,58.0,68.1992
CURSANDO,57,2015-09-25 10:33:53.533,"2015","2","2014","1",PARQUE SANTA ROSA             ,FORTALEZA                     ,CE,1,"0",3,26,237,99,72,70.0,59.1679
GRADUADO,58,2021-03-30 00:00:00.000,"2015","2","2015","1",SAPIRANGA                     ,FORTALEZA                     ,CE,0,"0",3,25,1,99,73,56.0,69.6252
ABANDONO,59,2023-08-28 15:26:00.000,"2015","2","2015","1",ARATURI                       ,CAUCAIA                       ,CE,0,"0",1,26,,99,78,66.0,72.0019
ABANDONO,60,2023-08-28 15:26:00.000,"2015","2","2015","1",DIAS MACEDO                   ,FORTALEZA                     ,CE,0,"0",1,26,,99,81,64.0,73.9032
ABANDONO,61,2023-08-28 15:26:00.000,"2015","2","2014","1",COITE                         ,EUSEBIO                       ,CE,0,"0",3,26,,99,5,80.0,63.4459
DESISTENTE,62,2018-02-07 00:00:00.000,"2015","2","2015","1",BARRA DO CEARA                ,FORTALEZA                     ,CE,0,"0",1,25,1,99,9,76.0,69.1499
ABANDONO,63,2023-08-28 15:26:00.000,"2015","2","2014","1",LAGOA REDONDA                 ,FORTALEZA                     ,CE,0,"0",3,26,,99,10,72.0,64.3966
GRADUADO,64,2021-04-30 00:00:00.000,"2015","2","2014","1",CACHOEIRA                     ,MARANGUAPE                    ,CE,0,"0",3,25,237,99,13,70.0,69.1499
GRADUADO,65,2023-08-25 00:00:00.000,"2015","2","2014","1",BARRA DO CEARA                ,FORTALEZA                     ,CE,0,"0",3,26,1,99,47,64.0,68.6746
ABANDONO,66,2023-08-28 15:26:00.000,"2015","2","2014","2",ESPLANADA DO MONDUBIM         ,MARACANAU                     ,CE,0,"0",1,26,,99,49,64.0,72.9526
GRADUADO,67,2020-07-02 00:00:00.000,"2015","2","2015","2",PARREAO                       ,FORTALEZA                     ,CE,0,"0",3,25,1,99,50,60.0,72.9526
DESISTENTE,68,2020-02-28 00:00:00.000,"2015","2","2014","1",PASSARE                       ,FORTALEZA                     ,CE,0,"0",1,26,,99,51,64.0,74.3786
CURSANDO,69,2015-09-22 10:44:07.533,"2015","2","2014","1",NOVA METROPOLE                ,CAUCAIA                       ,CE,1,"0",1,26,237,99,52,74.0,64.3966
GRADUADO,70,2021-03-30 00:00:00.000,"2015","2","2009","1",DIAS MACEDO                   ,FORTALEZA                     ,CE,0,"0",1,31,237,99,53,68.0,71.5266
DESISTENTE,71,2016-01-21 00:00:00.000,"2015","2","2014","1",SERRINHA                      ,FORTALEZA                     ,CE,0,"0",3,26,,99,55,64.0,72.0019
ABANDONO,72,2023-08-28 15:26:00.000,"2015","2","2015","1",JARDIM IRACEMA                ,FORTALEZA                     ,CE,0,"0",1,26,,99,27,76.0,64.3966
TRANSFERIDO,73,2017-04-18 00:00:00.000,"2015","2","2014","1",BOM JARDIM                    ,FORTALEZA                     ,CE,0,"0",1,28,,99,56,66.0,70.5759
GRADUADO,74,2021-03-30 00:00:00.000,"2015","2","2015","1",GRANJA LISBOA                 ,FORTALEZA                     ,CE,0,"0",2,24,1,99,59,64.0,68.6746
ABANDONO,75,2023-08-28 15:26:00.000,"2015","2","2014","1",LUCIANO CAVALCANTE            ,FORTALEZA                     ,CE,0,"0",3,26,,99,60,66.0,71.5266
CURSANDO,76,2019-02-05 00:00:00.000,"2015","2","2015","1",BENFICA                       ,FORTALEZA                     ,CE,0,"0",3,25,,99,63,66.0,60.5939
CURSANDO,77,2015-09-22 11:56:51.443,"2015","2","2003","1",FATIMA                        ,FORTALEZA                     ,CE,0,"0",1,37,,99,66,64.0,68.6746
ABANDONO,78,2023-08-28 15:26:00.000,"2015","2","2014","1",PARQUE DOIS IRMAOS MONTENEGRO ,FORTALEZA                     ,CE,0,"0",3,26,,99,68,62.0,71.5266
CURSANDO,79,2015-09-22 16:17:50.327,"2015","2","2014","1",CURIO                         ,FORTALEZA                     ,CE,1,"0",3,27,,99,37,60.0,41.5806
ABANDONO,80,2023-08-28 15:26:00.000,"2015","2",,"1",JARDIM IRACEMA                ,FORTALEZA                     ,CE,0,,0,27,,99,,,
CANCELADO,81,2023-08-28 15:26:00.000,"2015","2",,"1",PARQUE SAO JOSE               ,FORTALEZA                     ,CE,0,,0,31,,99,,,
DESISTENTE,82,2018-01-31 00:00:00.000,"2015","2","1997","1",PAPICU                        ,FORTALEZA                     ,CE,0,"0",3,43,,99,,,
GRADUADO,83,2021-04-30 00:00:00.000,"2016","1","2015","1",CIDADE 2000                   ,FORTALEZA                     ,CE,0,"0",1,25,1,99,15,86.0,54.0238
GRADUADO,84,2023-08-25 00:00:00.000,"2016","1","2014","1",PRESIDENTE KENNEDY            ,FORTALEZA                     ,CE,0,"0",3,26,1,99,16,78.0,73.7292
CURSANDO,85,2023-07-19 13:13:52.267,"2016","1","2015","1",DAMAS                         ,FORTALEZA                     ,CE,1,"0",1,25,237,99,19,72.0,66.9555
ABANDONO,86,2023-08-28 15:26:00.000,"2016","1","2015","1",JACARECANGA                   ,FORTALEZA                     ,CE,0,"0",3,26,,99,1,82.0,72.4976
ABANDONO,87,2023-08-28 15:26:00.000,"2016","1","2009","1",VILA PERI                     ,FORTALEZA                     ,CE,0,"0",3,32,,99,2,66.0,70.6502
TRANSFERIDO,88,2018-06-08 00:00:00.000,"2016","1","2014","1",HENRIQUE JORGE                ,FORTALEZA                     ,CE,0,"0",1,26,237,99,5,76.0,62.0291
CURSANDO,89,2016-03-08 12:25:51.423,"2016","1","2015","1",SERRINHA                      ,FORTALEZA                     ,CE,1,"0",3,25,,99,6,76.0,58.9501
GRADUADO,90,2021-03-30 00:00:00.000,"2016","1","2015","1",PARQUE MANIBURA               ,FORTALEZA                     ,CE,0,"0",3,25,237,99,7,68.0,68.8029
ABANDONO,91,2023-08-28 15:26:00.000,"2016","1","2002","1",CANINDEZINHO                  ,FORTALEZA                     ,CE,0,"0",3,38,,99,8,74.0,69.4186
DESISTENTE,92,2017-01-23 00:00:00.000,"2016","1","2015","1",CRISTO REDENTOR               ,FORTALEZA                     ,CE,0,"0",3,25,,99,10,72.0,71.266
DESISTENTE,93,2020-12-21 00:00:00.000,"2016","1","2015","1",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",1,25,,99,12,76.0,65.1081
GRADUADO,94,2021-08-30 00:00:00.000,"2016","1","2015","1",Fátima                        ,FORTALEZA                     ,CE,0,"0",3,25,237,99,13,76.0,73.1134
CURSANDO,95,2016-03-09 09:41:09.607,"2016","1","2015","1",VILA UNIAO                    ,FORTALEZA                     ,CE,0,"0",1,25,,99,25,74.0,71.266
GRADUADO,96,2022-08-03 00:00:00.000,"2016","1","2012","1",PARANGABA                     ,FORTALEZA                     ,CE,0,"0",1,29,237,99,30,76.0,69.4186
DESISTENTE,97,2018-01-25 00:00:00.000,"2016","1","2015","1",SAO GERARDO                   ,FORTALEZA                     ,CE,0,"0",3,26,,99,44,82.0,64.4923
DESISTENTE,98,2016-07-25 00:00:00.000,"2016","1","2015","1",JEREISSATI II                 ,PACATUBA                      ,CE,0,"0",2,25,,99,48,76.0,71.8818
TRANSFERIDO,99,2019-02-08 00:00:00.000,"2016","1","2015","1",VICENTE PINZON                ,FORTALEZA                     ,CE,0,"0",1,26,,99,52,68.0,71.8818
DESISTENTE,100,2016-05-16 00:00:00.000,"2016","1","2015","1",SAO GERARDO                   ,FORTALEZA                     ,CE,0,"0",3,25,,99,55,70.0,71.8818
ABANDONO,101,2023-08-28 15:26:00.000,"2016","1","2015","2",CARLITO  PAMPLONA             ,FORTALEZA                     ,CE,0,"0",1,26,237,99,57,70.0,71.266
CURSANDO,102,2016-03-09 13:57:22.127,"2016","1","2015","1",SERRINHA                      ,FORTALEZA                     ,CE,0,"0",1,25,,99,58,80.0,65.1081
DESISTENTE,103,2018-01-04 00:00:00.000,"2016","1","2015","2", BOM SUCESSO                  ,Fortaleza                     ,CE,0,"0",3,26,,99,61,68.0,56.4869
GRADUADO,104,2023-07-18 00:00:00.000,"2016","1","2013","1",PAPICU                        ,FORTALEZA                     ,CE,0,"0",2,27,,99,63,68.0,65.7239
CURSANDO,105,2016-03-21 10:22:12.003,"2016","1","2015","1",COLONIA                       ,FORTALEZA                     ,CE,0,"0",3,24,,99,68,68.0,57.7185
ABANDONO,106,2023-08-28 15:26:00.000,"2016","1","2015","1",PARQUE IRACEMA                ,FORTALEZA                     ,CE,0,"0",3,26,237,99,25,70.0,65.7239
CURSANDO,107,2016-03-01 10:04:32.393,"2016","1","2015","1",NOVA METROPOLE                ,CAUCAIA                       ,CE,0,"0",3,25,237,99,18,74.0,60.7975
CURSANDO,108,2016-01-26 10:37:27.117,"2016","1","2015","2",JANGURUSSU                    ,FORTALEZA                     ,CE,1,"9",2,26,,3,1,,
DESISTENTE,109,2016-06-15 00:00:00.000,"2016","1","2015","1",CAIS DO PORTO                 ,FORTALEZA                     ,CE,0,"0",3,25,,2,1,,
ABANDONO,110,2023-08-28 15:26:00.000,"2016","1","2015","1",MONDUBIM                      ,FORTALEZA                     ,CE,0,"0",2,26,,3,2,,
ABANDONO,111,2023-08-28 15:26:00.000,"2016","1","2015","2",PASSARÉ                       ,FORTALEZA                     ,CE,0,"0",1,27,1,3,2,,
DESISTENTE,112,2016-06-07 00:00:00.000,"2016","1","2015","1",MESSEJANA                     ,FORTALEZA                     ,CE,0,"0",3,25,,2,3,,
ABANDONO,113,2023-08-28 15:26:00.000,"2016","1","2015","1",PREFEITO JOSÉ WALTER          ,FORTALEZA                     ,CE,0,"0",3,25,,2,3,,
ABANDONO,114,2023-08-28 15:26:00.000,"2016","1","2015","1",MANOEL SATIRO                 ,FORTALEZA                     ,CE,0,"0",3,25,,2,4,,
ABANDONO,115,2023-08-28 15:26:00.000,"2016","1","2015","1",PRAIA DE IRACEMA              ,FORTALEZA                     ,CE,0,"0",3,26,,2,4,,
GRADUADO,116,2021-03-30 00:00:00.000,"2016","1","2014","2",JANGURUSSU                    ,FORTALEZA                     ,CE,0,"0",3,25,237,2,5,,
ABANDONO,117,2023-08-28 15:26:00.000,"2016","1","2015","1",PRESIDENTE KENNEDY            ,FORTALEZA                     ,CE,0,"0",2,25,237,2,5,,
ABANDONO,118,2023-08-28 15:26:00.000,"2016","1","2015","1",PADRE ANDRADE                 ,FORTALEZA                     ,CE,0,"0",3,25,,2,6,,
CURSANDO,119,2016-02-12 11:40:03.247,"2016","1","2015","1",PRESIDENTE KENNEDY            ,FORTALEZA                     ,CE,1,"0",2,25,237,3,10,,
DESISTENTE,120,2018-03-13 00:00:00.000,"2016","1","2015","1",JANGURUSSU                    ,FORTALEZA                     ,CE,0,"0",3,25,,2,24,,
